"activity" "subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-correlation()-X,Z" "tBodyAcc-correlation()-Y,Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-correlation()-X,Z" "tGravityAcc-correlation()-Y,Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-correlation()-X,Z" "tBodyAccJerk-correlation()-Y,Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-correlation()-X,Z" "tBodyGyro-correlation()-Y,Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-correlation()-X,Z" "tBodyGyroJerk-correlation()-Y,Z" "tBodyAccMag-arCoeff()3" "tBodyAccMag-arCoeff()4" "tGravityAccMag-arCoeff()3" "tGravityAccMag-arCoeff()4" "tBodyAccJerkMag-arCoeff()3" "tBodyAccJerkMag-arCoeff()4" "tBodyGyroMag-arCoeff()3" "tBodyGyroMag-arCoeff()4" "tBodyGyroJerkMag-arCoeff()3" "tBodyGyroJerkMag-arCoeff()4" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-bandsEnergy()-1,24" "fBodyAcc-bandsEnergy()-25,48" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-bandsEnergy()-1,24" "fBodyAccJerk-bandsEnergy()-25,48" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-bandsEnergy()-1,24" "fBodyGyro-bandsEnergy()-25,48" "fBodyAccMag-skewness()" "fBodyAccMag-kurtosis()" "fBodyBodyAccJerkMag-skewness()" "fBodyBodyAccJerkMag-kurtosis()" "fBodyBodyGyroMag-skewness()" "fBodyBodyGyroMag-kurtosis()" "angle(Y,gravityMean)" "angle(Z,gravityMean)"
"53" "walking" 1 0.27837321 -0.020560964 -0.096824565 -0.98488259 0.59620994 -0.47637782 -0.21014776 0.7739047 0.58511978 -0.96034279 0.67923945 -0.99606818 0.067178002 0.015637893 -0.016186186 -0.9928808 0.28002504 -0.22089572 0.0092571098 -0.078793121 0.25756479 -0.98117184 0.97658324 -0.83510161 -0.11001902 -0.036833082 -0.12362339 -0.99705918 -0.22266227 -0.38924148 0.12346796 -0.3148711 0.12346796 -0.3148711 -0.15688744 -0.026674511 -0.26499654 0.60836794 -0.14375077 -0.29143098 -0.98687443 -0.98900774 -0.98337917 -0.98389409 -0.9995609 -0.99974781 -0.99288837 -0.99011125 -0.99079124 -0.99349601 -0.99987147 -0.99979028 -0.98159156 -0.99396328 -0.8983206 -0.98114495 -0.99387369 -0.99892936 -0.13175283 -0.49813681 -0.73958019 -0.9483495 0.37099728 0.077533354 -0.55036444 -0.42759273
"54" "walking" 1 0.27655526 -0.01786855 -0.10762126 -0.9941946 0.025079885 -0.23330795 -0.20876483 0.77171208 0.58994727 -0.98879281 -0.91482715 -0.95503448 0.082498475 0.0083569472 0.00023418251 -0.99488847 0.49901867 -0.16683558 -0.013424389 -0.075370833 0.10054482 -0.99013041 0.95520692 0.56614233 -0.10579546 -0.041967089 -0.090942119 -0.99773859 -0.032468776 -0.31524023 0.20082354 -0.20746792 0.20082354 -0.20746792 -0.084609699 -0.17636932 0.0660234 -0.0002393424 -0.17099463 -0.078232868 -0.99361477 -0.99425887 -0.99519692 -0.99436299 -0.99992016 -0.99985635 -0.99448499 -0.99207153 -0.99217342 -0.99588563 -0.99990478 -0.99984966 -0.98877868 -0.99688741 -0.95036266 -0.99048968 -0.99840492 -0.99966936 -0.58733684 -0.78440328 -0.30012057 -0.59621469 0.62086878 0.45388753 -0.54672465 -0.43124421
"55" "walking" 1 0.27957476 -0.017275722 -0.10948053 -0.99613535 0.19671526 -0.42817909 -0.20956406 0.77109662 0.59010467 -0.99593411 -0.69565188 0.77502779 0.073995503 0.01378212 -0.0073714967 -0.99439037 0.66950661 -0.46289449 -0.02495981 -0.076133944 0.043037574 -0.99618046 0.5263458 0.18645333 -0.10094779 -0.040474051 -0.060445163 -0.99862786 0.092350509 -0.1709437 0.28008217 -0.073307729 0.28008217 -0.073307729 0.062698239 0.034776316 0.14688703 -0.12036135 -0.0636925 -0.26656473 -0.99574989 -0.99345251 -0.99726751 -0.99623496 -0.99997557 -0.99989327 -0.99473789 -0.99311399 -0.99445967 -0.99444287 -0.99996404 -0.99989461 -0.99625209 -0.99727311 -0.99015354 -0.99608674 -0.99989517 -0.99994932 -0.58547394 -0.8319664 -0.51291039 -0.83803066 0.23584984 -0.010924559 -0.54647681 -0.43164599
"56" "walking" 1 0.27652699 -0.0168191 -0.10798311 -0.99677544 -0.039538395 -0.27661157 -0.20874807 0.77103706 0.58941397 -0.99946399 0.092731035 -0.74606153 0.077122435 0.011380407 0.0034761282 -0.99483938 0.45745405 -0.4698677 -0.029550387 -0.068085138 0.045946749 -0.99914537 -0.3675273 0.22752239 -0.099619225 -0.040330798 -0.047750664 -0.99885537 -0.064241338 -0.19514887 0.3020344 -0.34177077 0.3020344 -0.34177077 -0.15535311 -0.10979059 0.016237234 0.15909778 -0.076652057 -0.46362755 -0.99651117 -0.99506101 -0.99473614 -0.99682163 -0.99990933 -0.99989958 -0.99530794 -0.99405544 -0.99379202 -0.99470473 -0.99992051 -0.99988682 -0.99850797 -0.99688993 -0.99403343 -0.9993898 -0.99996039 -0.99997235 -0.76153067 -0.93704919 -0.27911558 -0.67462925 -0.085214216 -0.51336534 -0.54671226 -0.43120727
"57" "walking" 1 0.27812334 -0.017146303 -0.10801374 -0.99492812 -0.1881217 -0.075398299 -0.20871697 0.77129107 0.58933471 -0.99962828 0.37790452 -0.18006797 0.075608951 0.012335201 0.0013993239 -0.99236682 0.22430186 -0.10113703 -0.030431147 -0.073488076 0.055590694 -0.9991156 0.44623284 -0.051786571 -0.098206257 -0.041243883 -0.046094169 -0.99865891 0.12347794 -0.16235271 0.28572655 -0.30605766 0.28572655 -0.30605766 -0.28119974 0.20172929 0.00733316 0.1370497 0.11903497 -0.52530681 -0.99470159 -0.99566666 -0.99156425 -0.99492265 -0.99984244 -0.99982665 -0.99303347 -0.99262297 -0.990766 -0.99222801 -0.99984445 -0.99982193 -0.99851987 -0.99647274 -0.99242118 -0.99933533 -0.99996336 -0.99996452 -0.74162968 -0.92785309 -0.58387697 -0.86626149 -0.44722946 -0.75658375 -0.54685884 -0.43105379
"58" "walking" 1 0.27800654 -0.01780317 -0.10896485 -0.9944254 -0.2156226 -0.25132829 -0.20863346 0.77135108 0.58963487 -0.99921306 -0.55511751 -0.72107926 0.075657984 0.0050748365 -0.0012262263 -0.99194015 0.071982262 -0.13687549 -0.02979633 -0.071422989 0.075146974 -0.99897201 0.4285433 0.57338054 -0.098012593 -0.038934592 -0.048297637 -0.9982894 0.094284886 -0.13210116 0.40997403 -0.42820286 0.40997403 -0.42820286 -0.30004485 0.40853722 -0.019469055 0.21297646 0.12215489 -0.41893668 -0.99403729 -0.99237655 -0.99333595 -0.99449739 -0.99991106 -0.99982226 -0.99250045 -0.9898414 -0.99007664 -0.99196416 -0.99991609 -0.99980401 -0.9985193 -0.9957374 -0.99040119 -0.9991101 -0.99984367 -0.99998085 -0.70611058 -0.91978597 -0.6899996 -0.95446378 0.043181648 -0.29136025 -0.54671715 -0.43119994
"59" "walking" 1 0.2802064 -0.01839626 -0.10748863 -0.99647493 -0.13807081 -0.28327469 -0.20856027 0.7707487 0.59001704 -0.99834188 0.41433367 -0.98880092 0.073531787 0.010824142 -0.0019587455 -0.99469772 0.11346576 -0.17101955 -0.02885418 -0.072704386 0.085061987 -0.99917255 0.07771123 0.49324949 -0.097892616 -0.038695857 -0.057581924 -0.99885506 0.12463017 -0.15639314 0.4897887 -0.66737491 0.4897887 -0.66737491 -0.34288781 -0.26009945 0.030681773 0.14755284 0.085689206 -0.4216836 -0.99569054 -0.99259551 -0.99203037 -0.99681573 -0.99983629 -0.99983501 -0.99512491 -0.99247489 -0.99221261 -0.99462607 -0.99992485 -0.99981413 -0.99866809 -0.99586517 -0.99505323 -0.99935123 -0.99996548 -0.99997364 -0.79918419 -0.9537616 -0.58332084 -0.82162016 -0.66586044 -0.89412559 -0.54624972 -0.43166802
"60" "walking" 1 0.28182774 -0.018626474 -0.10527824 -0.99628711 -0.067777188 -0.096512059 -0.20760682 0.76992271 0.5904504 -0.99573115 0.051824751 -0.64833642 0.073964485 0.014924539 -0.0019185204 -0.99435908 0.16337439 -0.0074251327 -0.027737135 -0.075772812 0.086471819 -0.99924487 0.40166662 0.5286458 -0.097968616 -0.041539573 -0.0556776 -0.99972792 0.34238781 -0.14409718 0.19659756 -0.38180562 0.19659756 -0.38180562 -0.41150625 -0.25674339 0.13058738 -0.067305157 -0.0030730174 -0.2165405 -0.99529395 -0.98974733 -0.99107413 -0.99674939 -0.99979749 -0.99981566 -0.99453409 -0.98683269 -0.99182548 -0.99462863 -0.99991224 -0.99981701 -0.99922538 -0.99727454 -0.99484631 -0.99920646 -0.99995651 -0.99995675 -0.79127751 -0.95455156 -0.67535461 -0.91548588 -0.67581399 -0.89976102 -0.54555047 -0.43219711
"61" "walking" 1 0.27672941 -0.017209548 -0.10563797 -0.99478811 0.024140657 -0.20623014 -0.20636268 0.7692959 0.59130586 -0.9981733 0.6293291 -0.97084966 0.078027424 0.0085359751 -0.0052980182 -0.99220776 0.15241339 -0.035244753 -0.027415438 -0.076236511 0.088193255 -0.99960009 0.26790481 0.48928441 -0.097854591 -0.041437227 -0.051773459 -0.99981405 0.14815443 -0.15006954 0.30027251 -0.43040587 0.30027251 -0.43040587 0.048222401 -0.20094053 0.20095246 -0.10985589 -0.0068283757 -0.14675434 -0.99307421 -0.98879666 -0.99237312 -0.99564117 -0.99986884 -0.99984216 -0.99174989 -0.98657491 -0.9907817 -0.99350502 -0.99990343 -0.99980931 -0.99955507 -0.99748347 -0.994006 -0.9995902 -0.99996214 -0.99996184 -0.97082134 -1 -0.64352074 -0.92615387 -0.77306947 -0.93170318 -0.54467991 -0.43287147
"62" "walking" 1 0.27588359 -0.016150309 -0.10882921 -0.99551063 0.026906096 -0.26066414 -0.20649916 0.7691518 0.59214322 -0.99768896 0.3107426 -0.89768763 0.079217587 0.013871292 0.0020966176 -0.99252096 0.21492755 -0.077605724 -0.027557917 -0.074717452 0.087574809 -0.99885209 0.069544537 0.46903841 -0.098663635 -0.040145171 -0.054970621 -0.99770712 -0.18960908 -0.23915984 0.30732026 -0.42546527 0.30732026 -0.42546527 0.22307496 -0.41637613 0.41179045 -0.18307877 -0.059413819 -0.1138799 -0.99480416 -0.99380373 -0.99248491 -0.99577676 -0.99988365 -0.99986368 -0.99299983 -0.99288781 -0.99038501 -0.99258743 -0.99988091 -0.9998331 -0.99811521 -0.99633237 -0.99551228 -0.99911868 -0.99996767 -0.99998004 -0.69987615 -0.87492482 -0.6644992 -0.92530955 -0.72305035 -0.92623394 -0.54419774 -0.43343266
"63" "walking" 1 0.27783021 -0.017684054 -0.1057035 -0.99614315 0.14876096 -0.2474798 -0.20702615 0.76962832 0.59219232 -0.99886802 0.87369369 -0.72080911 0.074492793 0.015421882 0.0049166674 -0.99331535 0.18857845 -0.34680452 -0.028189688 -0.075922288 0.085242467 -0.99843598 0.17392318 0.55618642 -0.098786707 -0.043011336 -0.055590732 -0.99739987 -0.28600156 -0.104936 0.31772283 -0.42206925 0.31772283 -0.42206925 -0.17005581 -0.2492673 0.39941593 -0.2227102 -0.09377775 -0.10403651 -0.9951802 -0.99388245 -0.99360666 -0.99658088 -0.99991176 -0.99981246 -0.99308043 -0.9942709 -0.990698 -0.99421221 -0.99990315 -0.9998078 -0.9974977 -0.99584522 -0.99508298 -0.99876663 -0.99995993 -0.99998581 -0.83458167 -0.95307737 -0.5461908 -0.75909555 -0.60277378 -0.87509321 -0.54444236 -0.43330166
"64" "walking" 1 0.27937115 -0.017644953 -0.10818111 -0.99523683 -0.048235241 -0.1772815 -0.20699211 0.76946735 0.59291655 -0.999274 0.81930064 -0.93693086 0.072594696 0.010275519 -0.002639534 -0.99130441 -0.020017427 -0.29507366 -0.027948324 -0.075748823 0.086152221 -0.99904601 0.36525625 0.58474853 -0.097773433 -0.041491156 -0.054167484 -0.99930533 -0.095367911 -0.15354904 0.32646627 -0.30262224 0.32646627 -0.30262224 0.033993855 -0.2001908 0.14208596 -0.16668411 -0.067676869 -0.16005527 -0.99354586 -0.9939895 -0.99425916 -0.99609844 -0.9998969 -0.99984108 -0.99092769 -0.99366968 -0.99164211 -0.99256906 -0.99988365 -0.99983299 -0.99906969 -0.99584 -0.99472143 -0.99898397 -0.99995063 -0.99996913 -0.82209693 -0.95927869 -0.91222499 -0.94484887 -0.27912223 -0.60745869 -0.54399111 -0.43379089
"65" "walking" 1 0.019016151 -0.0070373566 -0.028333356 -0.66129361 -0.89843209 0.69172976 0.044743889 0.75845367 0.50493607 -0.31213364 -0.99369442 0.98109785 0.33481779 -0.087342242 -0.24078322 -0.919918 -0.54720064 0.39475945 0.20204982 0.040694905 0.73162657 -0.88716564 0.667717 -0.163472 -0.11950341 -0.033136459 -0.081185235 -0.93524056 0.10502139 0.093445794 -0.065352119 0.15345971 -0.065352119 0.15345971 0.10446869 -0.58938546 -0.54150308 0.57331977 -0.02826326 -0.21268107 -0.66860442 -0.78963798 -0.73499812 -0.65825324 -0.95249178 -0.98713384 -0.91582762 -0.85963 -0.91560292 -0.93244267 -0.99664255 -0.99641591 -0.89235795 -0.91669974 -0.87882562 -0.88720193 -0.99150515 -0.99787193 -0.10215857 -0.46889333 0.29066974 -0.091568925 -0.16412117 -0.6175887 -0.53610387 -0.36073577
"66" "walking" 1 0.3402085 -0.036452984 -0.10625819 -0.95859648 0.029594521 -0.041688365 -0.047727828 0.76866913 0.54098815 -0.90640588 -0.83671123 0.90674508 0.071098045 0.026827472 0.040107846 -0.98258651 0.18954781 0.099270797 0.1186012 -0.018781307 0.51290211 -0.94532037 0.95481196 0.70433513 -0.11843114 -0.038440072 -0.13626567 -0.98745773 -0.083262047 -0.11140281 -0.14774023 0.31530219 -0.14774023 0.31530219 0.30852765 -0.1030663 -0.073962298 0.37402766 -0.041653138 -0.095047661 -0.97498679 -0.95410178 -0.97750397 -0.95311651 -0.99970272 -0.99948031 -0.98210907 -0.98237072 -0.97633568 -0.98475582 -0.9995227 -0.99952076 -0.94716517 -0.97938782 -0.87408467 -0.94539767 -0.98999305 -0.99857457 0.72564799 0.61775949 -0.27936054 -0.71327157 0.33692372 0.02995421 -0.54409199 -0.38929322
"67" "walking" 1 -0.16642569 -0.11935251 0.13303497 -0.63313536 -0.72107513 -0.46166534 -0.041699844 0.75554154 0.54742535 -0.85563269 -0.96785816 -0.54842481 -0.043507411 -0.053766392 0.19503419 -0.87762809 0.36418062 0.50577548 -0.059379779 0.08809224 0.13125568 -0.42283371 0.30382326 -0.85731708 -0.04233134 -0.07304167 -0.056678688 -0.60586863 -0.50276727 -0.40344503 -0.23178802 0.029987075 -0.23178802 0.029987075 -0.30185484 0.11353491 -0.32686711 0.17917995 0.40579536 -0.55299433 -0.74175973 -0.37047418 -0.54169783 -0.59792408 -0.75835972 -0.98510941 -0.87009876 -0.66911521 -0.81513119 -0.89850916 -0.9795804 -0.98963787 -0.37539089 -0.82273127 -0.62389734 -0.44130719 -0.90440034 -0.99429431 0.59053763 0.40207181 0.52864384 0.22743418 -0.28108101 -0.668047 -0.53412217 -0.39742768
"68" "walking" 1 -0.23910256 -0.096904391 0.14803461 -0.63732529 -0.73362882 -0.53259468 -0.18770377 0.70262213 0.63722785 -0.33694561 -0.99755291 -0.99461466 0.11314268 0.074806311 -0.10382637 -0.87257116 0.3016418 0.43749837 -0.035961192 -0.034605486 0.058812713 -0.38879976 0.2848592 -0.83849353 -0.096588812 -0.074083925 -0.056614254 -0.5884292 -0.46641991 -0.35149615 -0.2910512 0.087292089 -0.2910512 0.087292089 -0.2263154 0.048878716 -0.36124934 0.19352352 0.40305044 -0.52108643 -0.78254802 -0.35302765 -0.58238308 -0.59362341 -0.7132268 -0.98928356 -0.86668292 -0.65948137 -0.80855043 -0.89167443 -0.97728189 -0.98923799 -0.35137583 -0.80542284 -0.63205493 -0.40513477 -0.91747549 -0.99353886 0.50708781 0.28819371 0.27466805 -0.14261763 -0.34349443 -0.72522085 -0.48844315 -0.48705651
"69" "walking" 1 0.34696848 0.069408647 -0.20082552 -0.80390335 -0.9356094 -0.91446291 -0.35145953 0.65518574 0.73110976 -0.70640252 -0.97002881 -0.85992162 0.20887536 0.11372797 -0.22303817 -0.9641889 -0.2744177 -0.29181681 0.082133212 -0.24323522 0.21592953 -0.80797336 0.35269451 -0.44118205 -0.19508446 -0.0046289995 -0.12899286 -0.88165198 0.053507012 0.22968214 -0.69398854 0.4537469 -0.69398854 0.4537469 0.050681169 -0.27988668 -0.39203392 0.12207285 -0.016236803 -0.18234596 -0.82682765 -0.80454766 -0.71690557 -0.79528766 -0.91670472 -0.99230229 -0.96309193 -0.91342804 -0.94547883 -0.96880155 -0.99766606 -0.99897521 -0.77139478 -0.93047351 -0.90206889 -0.81971179 -0.99721521 -0.99768214 -0.12099588 -0.51175831 -0.27264516 -0.55262155 -0.15265019 -0.52039442 -0.43127083 -0.57287374
"70" "walking" 1 0.30383319 0.1036482 -0.24533103 -0.75599409 -0.72395035 0.09494146 -0.33939193 0.6970974 0.70209116 -0.78654516 -0.99394202 -0.99645721 -0.048777316 0.14548517 0.10475315 -0.83892922 -0.32988266 -0.17849824 -0.036936103 -0.057546422 -0.052175402 -0.63256602 0.57176316 -0.59163265 -0.79429092 0.069186911 -0.21966787 -0.67295977 -0.034639664 -0.24498971 -0.52152016 0.24180411 -0.52152016 0.24180411 0.087123445 0.080831591 0.071166132 0.11013662 0.15396847 0.06794752 -0.77764042 -0.65641474 -0.74389472 -0.74773772 -0.94953248 -0.99302939 -0.84128694 -0.77748827 -0.86899322 -0.8509183 -0.98837503 -0.99464777 -0.35965028 -0.79638339 -0.6394989 -0.73703623 -0.92962641 -0.98780974 -0.27122048 -0.61157207 0.82892886 0.74722443 -0.037418204 -0.43380313 -0.46594003 -0.53580206
"71" "walking" 1 -0.36120533 -0.26812111 0.17689637 -0.59939182 -0.51592157 -0.26042397 -0.36048 0.71643717 0.6629796 -0.57217277 -0.72842137 -0.94377526 0.020624221 -0.26870572 0.23693914 -0.64824281 0.29092646 0.7127536 -0.23782482 0.0013208186 -0.098544364 -0.081294431 0.012155568 -0.34968254 -0.26163473 -0.11985833 -0.012435592 -0.36262562 -0.39513967 -0.128402 -0.42905464 0.48398864 -0.42905464 0.48398864 -0.12097238 0.06765087 0.26021913 -0.044180094 0.26367754 -0.05315479 -0.62167946 0.26319965 -0.25634415 -0.59077718 -0.48279614 -0.96747802 -0.63698626 -0.21058319 -0.57076123 -0.69447248 -0.88201508 -0.96663724 0.0057825797 -0.66275526 -0.53699297 -0.11375026 -0.90849031 -0.98291428 0.31811539 0.079770692 0.18491024 -0.22751459 -0.3245116 -0.72622278 -0.49613177 -0.50619728
"72" "walking" 1 -0.27706634 -0.68409659 0.34665772 -0.59641047 -0.36069728 0.31443086 -0.57349604 0.52510468 0.77976328 -0.24241051 -0.96216597 -0.99424584 0.17061123 -0.3848919 -0.028640525 -0.67369935 0.35831794 0.75949723 -0.22981397 -0.084139792 0.12658478 -0.11708191 -0.0034366612 -0.25301164 0.60049262 -0.14450577 0.10627918 -0.45691937 -0.52079677 -0.090026409 -0.42631768 0.53970046 -0.42631768 0.53970046 -0.22475621 -0.0737984 0.3292974 -0.092529447 0.20994307 -0.021152952 -0.60838922 0.029028661 -0.31756454 -0.59163789 -0.63642912 -0.97682127 -0.65892981 -0.24437788 -0.5777608 -0.72221064 -0.88610228 -0.96951706 0.20023571 -0.68059349 -0.64274198 -0.21899757 -0.9636465 -0.97802091 -0.15562824 -0.49771999 0.29196489 -0.12348309 -0.39905282 -0.74179811 -0.3366412 -0.67268482
"73" "walking" 1 0.2574765 -0.41386534 0.017374188 -0.91966606 -0.5381249 -0.82546912 -0.74182101 0.16014065 0.94954331 -0.83322417 -0.926334 -0.93995615 0.11161264 0.3056408 -0.22123434 -0.90510028 -0.16113796 -0.070798529 0.049928814 -0.11530276 0.19568759 -0.70487231 0.71036068 -0.4910548 0.11264077 0.02773879 -0.064159118 -0.92143767 0.24132288 -0.035535619 -0.43512793 0.65076687 -0.43512793 0.65076687 -0.067793109 -0.68136307 -0.53932225 0.29967446 0.4159118 -0.5018996 -0.90611827 -0.38761604 -0.72773664 -0.92560766 -0.92700264 -0.991111 -0.90822047 -0.8793609 -0.89344593 -0.91017271 -0.9937999 -0.99589786 -0.64389389 -0.86035895 -0.89368601 -0.72434139 -0.99216322 -0.99923875 0.58454707 0.4085617 0.35017422 -0.070534524 -0.16239514 -0.58402354 -0.034019619 -0.92814826
"74" "walking" 1 0.27683965 -0.02714766 -0.1231748 -0.97739515 -0.47605784 0.33253621 -0.75672502 -0.05899586 0.9993499 -0.97380343 -0.36118815 0.048449226 0.06719499 0.22425664 -0.00032738316 -0.97463659 -0.072455945 -0.059533315 0.16127991 -0.13043859 0.21213106 -0.94601195 0.83012757 -0.29290844 -0.11341681 -0.029336611 -0.066985016 -0.97892309 0.10104046 0.13004702 -0.4137084 0.52619451 -0.4137084 0.52619451 -0.041398368 -0.29092466 -0.095643388 0.093627227 -0.23352873 0.12555533 -0.97590839 -0.68463497 -0.9819809 -0.97788126 -0.99906967 -0.99989245 -0.97465148 -0.96828834 -0.98784889 -0.97690911 -0.99968501 -0.99986916 -0.95500016 -0.97999511 -0.97315134 -0.94457602 -0.99922906 -0.99991956 -0.1319887 -0.53642674 -0.1153156 -0.41227441 0.45697903 0.14075484 0.12501854 -0.97719373
"75" "walking" 1 0.26865095 0.016430154 -0.10372571 -0.98569313 -0.063106844 -0.25913766 -0.75607738 -0.068420491 0.99429673 -0.98349779 0.11349458 -0.31057743 0.077417432 -0.037359808 0.0074256146 -0.97566868 -0.0082597433 -0.10610945 0.086572053 -0.10767743 0.15907433 -0.95021471 0.91021874 -0.28237283 -0.13014634 -0.036068798 -0.069935123 -0.98451196 0.0046943721 0.064637119 0.19008096 -0.041641986 0.19008096 -0.041641986 -0.087877385 -0.17911032 -0.096895329 0.086722501 -0.38138429 0.051489333 -0.98176325 -0.93234665 -0.98938688 -0.98756086 -0.9997224 -0.99992696 -0.97598056 -0.97793988 -0.99128063 -0.97748471 -0.99977372 -0.99991858 -0.94593892 -0.98624614 -0.97448174 -0.95173175 -0.99940829 -0.99991169 0.45931378 0.24983558 -0.091312041 -0.49824659 0.38815288 0.12016627 0.13180225 -0.97526294
"76" "walking" 1 0.28526329 -0.008888811 -0.10374518 -0.99549458 -0.15929713 0.078549045 -0.75875146 -0.045998244 0.9957729 -0.994136 0.23548763 0.90418011 0.080899203 -0.00041533963 -0.017179454 -0.99271975 0.12533538 -0.22022844 0.018982197 -0.088940444 0.11034306 -0.96234199 0.89847587 -0.69659958 -0.12062556 -0.035133122 -0.064724956 -0.99395962 -0.10800324 -0.059232247 0.12398794 0.098052603 0.12398794 0.098052603 -0.21155362 0.16049107 0.32114382 -0.16266786 0.09459009 -0.066063249 -0.99356756 -0.98321534 -0.99346289 -0.99653259 -0.99991101 -0.99988626 -0.99267002 -0.98906796 -0.99440684 -0.99342505 -0.99992573 -0.99990417 -0.96457419 -0.99383036 -0.98426332 -0.9621221 -0.99974819 -0.99994286 -0.47950959 -0.80862484 -0.73359904 -0.95150171 0.7358552 0.60079994 0.11596031 -0.97723061
"77" "walking" 1 0.28347732 -0.0075244582 -0.10928717 -0.99458009 0.0072197632 0.15706224 -0.75643925 -0.040042686 0.99732192 -0.99194049 0.49452861 0.31224947 0.067279115 0.0083881751 0.00059152697 -0.99155723 0.069478334 -0.23370531 -0.022319625 -0.073791881 0.081217964 -0.98176287 0.68856887 -0.36494466 -0.11018738 -0.038877206 -0.060758143 -0.99353321 -0.11943568 0.10894709 0.13806176 -0.087070453 0.13806176 -0.087070453 -0.0092785396 -0.14230007 0.46676847 -0.30791833 0.18218856 -0.068882032 -0.99230658 -0.98817303 -0.9939374 -0.99579669 -0.99992742 -0.99987169 -0.99132506 -0.99219263 -0.99003854 -0.9926056 -0.99984093 -0.99984825 -0.97878881 -0.994053 -0.99172103 -0.98264523 -0.99992241 -0.99997714 -0.29738788 -0.63948034 -0.70936853 -0.93756618 -0.07573529 -0.49490438 0.11174753 -0.97914858
"78" "walking" 1 0.27302712 -0.010196757 -0.11115339 -0.9931253 -0.051271521 -0.16216288 -0.75507694 -0.034589346 0.99683535 -0.99720491 0.28159818 -0.94166815 0.071901676 0.01871745 0.0076429677 -0.98795958 0.13436374 -0.22145289 -0.033496634 -0.06870624 0.076413374 -0.99260027 0.48670622 0.15680128 -0.10087654 -0.036907457 -0.050117834 -0.99492425 -0.02832203 0.05753022 0.32474838 -0.4123654 0.32474838 -0.4123654 0.011483385 -0.23889924 0.47387505 -0.37642419 0.18055679 -0.34995416 -0.99141608 -0.98845507 -0.9933639 -0.99390879 -0.99991249 -0.9998731 -0.98867465 -0.98980859 -0.99029168 -0.98816994 -0.99982544 -0.99984108 -0.99195184 -0.99648298 -0.99483133 -0.99273888 -0.99996652 -0.9999913 -0.61651075 -0.86674384 -0.65240708 -0.91549962 -0.30505381 -0.68601859 0.1079178 -0.98014271
"79" "sitting" 1 0.28202157 -0.037696218 -0.1348973 -0.32828019 -0.0092711975 0.24702476 0.94530277 -0.24594143 -0.032164781 -0.98404763 0.23945657 -0.53415179 -0.15648565 -0.14285296 -0.11307869 -0.18375939 -0.19228336 0.50473148 -0.47972952 0.082034033 0.25644309 -0.32354578 -0.17448866 0.032063043 0.094248032 -0.47621005 -0.14213364 -0.34571615 -0.13838474 -0.21659998 -0.10299519 0.29543888 -0.10299519 0.29543888 -0.64797296 0.49625808 0.29442453 -0.26244415 -0.17682762 -0.096554914 -0.26090491 -0.1225668 -0.33121596 -0.35670701 -0.66548305 -0.94854713 -0.21046447 -0.26352811 -0.53570907 -0.22825321 -0.8906256 -0.95624435 -0.18478068 -0.19802441 -0.30755844 -0.36807715 -0.86191587 -0.88495149 -0.5719846 -0.84768117 -0.22010544 -0.63271715 -0.46112969 -0.81610076 0.25243212 0.044098743
"80" "sitting" 1 0.25584075 -0.064550029 -0.095186339 -0.22920689 -0.060091435 0.23935096 0.941113 -0.25203524 -0.032883452 -0.98396245 -0.60065087 -0.62784341 -0.2075541 0.35784284 -0.45240093 -0.10835028 -0.26986091 0.45611848 0.094091481 -0.30915291 0.086441165 -0.39925291 0.12343354 0.14632584 0.16674262 -0.033796125 -0.089260236 -0.24989187 -0.084550249 -0.09086678 0.0071522924 0.18194914 0.0071522924 0.18194914 -0.63419254 0.63095662 0.20354516 -0.25638916 -0.0035042806 -0.33383651 -0.15111525 -0.029049967 -0.25730713 -0.26219727 -0.73088217 -0.90278099 -0.17833844 -0.12083878 -0.49894754 -0.114045 -0.84339226 -0.93960377 -0.20450954 -0.24583137 -0.31117804 -0.4613169 -0.83344745 -0.85687233 -0.69629384 -0.9062524 -0.14370836 -0.5284259 -0.24345477 -0.62492931 0.25691881 0.044637597
